id_viagem;id_usuario;genero_usuario;ano_de_nacimiento;data_viagem;inicio_viagem;fim_viagem;id_origem;id_destino
42023122;4523445;M;1998;2025-12-04;14:31:18;14:42:08;275;275
42023123;4575533;M;2002;2025-12-04;14:31:18;14:35:43;275;273
42023124;4050231;M;1991;2025-12-04;14:31:22;14:42:00;171;81
42023125;2674620;M;2006;2025-12-04;14:31:31;14:42:13;333;332
42023126;4473373;M;2003;2025-12-04;14:31:43;14:37:49;160;164
42023127;141177;M;1988;2025-12-04;14:31:43;14:36:35;35;31
42023128;4553544;M;1992;2025-12-04;14:31:55;14:58:28;131;79
42023129;2737303;M;1992;2025-12-04;14:32:02;14:52:04;224;195
42023130;635167;M;1995;2025-12-04;14:32:15;14:40:09;79;35
42023131;3373260;M;1994;2025-12-04;14:32:17;14:47:57;74;59
42023132;4541171;M;1972;2025-12-04;14:32:19;14:42:04;11;16
42023133;4043075;M;1980;2025-12-04;14:32:24;14:36:55;80;75
42023134;4570363;F;2002;2025-12-04;14:32:27;14:46:43;265;170
42023135;4524427;F;1999;2025-12-04;14:32:31;14:37:37;226;358
42023136;1553035;M;1970;2025-12-04;14:32:35;14:39:43;76;376
42023137;4474110;M;1993;2025-12-04;14:32:39;14:40:48;3;43
42023138;4607242;M;2004;2025-12-04;14:32:39;14:50:29;131;40
42023139;4505443;M;1995;2025-12-04;14:32:48;14:39:43;303;17
42023140;241434;M;1986;2025-12-04;14:32:50;14:51:14;194;57
42023141;553770;M;1999;2025-12-04;14:32:51;14:50:05;203;58
42023142;1071472;M;1996;2025-12-04;14:32:53;14:39:46;198;190
42023143;2237160;F;1989;2025-12-04;14:32:58;14:54:40;188;77
42023144;2743045;M;1968;2025-12-04;14:32:58;14:43:07;36;400
42023145;4611401;M;2000;2025-12-04;14:33:02;14:39:03;273;323
42023146;1674032;M;1996;2025-12-04;14:33:04;14:48:31;278;58
42023147;4565264;M;2006;2025-12-04;14:33:10;14:38:54;326;273
42023148;1577425;M;1980;2025-12-04;14:33:12;14:43:44;230;143
42023149;4622054;M;1980;2025-12-04;14:33:16;14:47:31;270;270
42023150;4534150;F;1987;2025-12-04;14:33:13;14:39:41;11;269
42023151;2016674;F;1997;2025-12-04;14:33:25;14:36:54;64;40
42023152;4512423;M;2000;2025-12-04;14:33:29;14:47:47;27;24
42023153;47374;M;1983;2025-12-04;14:33:40;14:40:42;25;59
42023154;244021;M;1997;2025-12-04;14:33:42;14:47:17;198;224
42023155;707704;M;1993;2025-12-04;14:33:47;14:56:58;32;177
42023156;3503266;M;1971;2025-12-04;14:33:55;14:42:31;125;135
42023157;631612;M;1992;2025-12-04;14:33:58;14:45:06;54;75
42023158;161335;M;1990;2025-12-04;14:34:10;14:44:46;246;35
42023159;4550577;M;1992;2025-12-04;14:34:11;14:45:03;9;279
42023160;2415355;M;1969;2025-12-04;14:34:14;14:45:45;73;200
42023161;4507613;M;1997;2025-12-04;14:34:16;14:59:53;75;224
42023162;4634512;M;1992;2025-12-04;14:34:15;14:42:30;70;53
42023163;4576713;F;2002;2025-12-04;14:34:15;14:54:38;277;10
42023164;4642261;M;2002;2025-12-04;14:34:18;14:35:05;281;281
42023165;4534043;F;1993;2025-12-04;14:34:19;14:56:42;32;177
42023166;4547532;M;1970;2025-12-04;14:34:23;14:49:09;361;260
42023167;1163446;F;1983;2025-12-04;14:34:28;14:45:36;164;33
42023168;447706;M;1966;2025-12-04;14:34:29;14:47:01;201;63
42023169;1676406;M;1988;2025-12-04;14:34:36;14:43:44;248;56
42023170;4633112;F;1970;2025-12-04;14:34:39;14:47:51;140;224
42023171;203475;M;1973;2025-12-04;14:34:41;14:44:30;66;82
42023172;2111010;M;1999;2025-12-04;14:34:47;14:36:27;52;26
42023173;4544777;F;1999;2025-12-04;14:34:46;14:47:32;168;203
42348223;125436;M;1982;2025-12-31;17:40:52;17:57:40;374;336
42348224;4636032;M;1996;2025-12-31;17:40:58;17:50:54;64;36
42348225;3473060;M;1999;2025-12-31;17:41:09;17:51:28;54;226
42348226;454303;M;1987;2025-12-31;17:41:16;17:49:27;47;35
42348227;575424;M;2001;2025-12-31;17:41:22;17:51:43;72;170
42348228;2760164;M;1986;2025-12-31;17:41:22;17:50:22;35;348
42348229;23414;M;1959;2025-12-31;17:41:35;18:07:36;322;322
42348230;4611203;M;1986;2025-12-31;17:41:36;17:52:21;268;373
42348232;737665;F;1973;2025-12-31;17:41:53;17:43:45;163;174
42348233;676640;M;1968;2025-12-31;17:41:53;17:58:37;226;148
42348234;4646540;M;1999;2025-12-31;17:41:55;17:58:38;47;72
42348236;360022;M;1966;2025-12-31;17:41:57;17:45:17;388;355
42348237;3464533;M;2004;2025-12-31;17:41:59;17:57:41;164;296
42348238;645576;M;1986;2025-12-31;17:42:23;17:45:44;85;69
42348239;2645016;M;1999;2025-12-31;17:42:25;17:56:39;270;230
42348240;2630430;F;1996;2025-12-31;17:42:37;17:44:38;276;381
42348241;4063423;F;2003;2025-12-31;17:42:40;17:47:14;54;371
42348242;4062174;M;1986;2025-12-31;17:42:46;18:02:47;2;57
42348243;4042512;F;1987;2025-12-31;17:42:54;17:58:51;52;72
42348245;130026;M;1987;2025-12-31;17:42:59;17:50:17;285;158
42348246;4621020;M;2004;2025-12-31;17:43:05;17:45:04;324;326
42348248;1422333;M;1968;2025-12-31;17:43:07;17:48:34;35;8
42348249;562210;M;1964;2025-12-31;17:43:08;18:03:55;271;271
42348251;4462241;F;1982;2025-12-31;17:43:12;17:47:39;115;111
42348252;1565121;M;1979;2025-12-31;17:43:16;17:48:20;145;267
42348254;4623306;M;1999;2025-12-31;17:43:25;17:47:36;260;264
42348255;242611;M;1995;2025-12-31;17:43:32;17:48:32;62;53
42348256;4456163;M;2000;2025-12-31;17:43:46;17:49:01;373;56
42348257;4502110;M;1993;2025-12-31;17:43:50;17:48:18;220;225
42348258;3476170;F;2001;2025-12-31;17:43:51;17:56:46;260;281
42348259;1107023;M;1988;2025-12-31;17:43:53;17:49:48;350;341
42348260;501066;M;1961;2025-12-31;17:43:56;17:57:33;333;35
42348261;4577155;M;1990;2025-12-31;17:43:59;17:54:18;81;81
42348262;4460713;M;1974;2025-12-31;17:44:03;17:47:24;115;111
42348263;1547224;M;2002;2025-12-31;17:44:05;17:55:58;349;35
42348265;305332;M;1992;2025-12-31;17:44:07;17:50:01;63;66
42348269;4612377;M;1978;2025-12-31;17:44:31;17:59:14;257;236
42348270;4614172;M;2007;2025-12-31;17:44:42;17:44:54;74;74
42348272;1565124;F;1997;2025-12-31;17:45:03;18:15:57;213;12
42348275;3471356;M;1993;2025-12-31;17:45:22;18:07:50;384;237
42348276;755221;M;1966;2025-12-31;17:45:28;18:00:27;268;386
42348277;1530353;M;1996;2025-12-31;17:45:51;17:54:43;286;110
42348278;4610444;M;1995;2025-12-31;17:45:57;18:04:57;185;271
42348281;4577257;M;1983;2025-12-31;17:46:05;17:51:07;238;235
42348282;2150625;M;1981;2025-12-31;17:46:03;18:07:24;164;163
42348286;652534;M;1982;2025-12-31;17:46:53;17:51:01;290;291
42348287;4564070;F;1997;2025-12-31;17:46:55;17:56:37;86;199
42348289;4573647;F;2000;2025-12-31;17:47:00;17:50:51;360;56
42348290;1770332;M;1998;2025-12-31;17:47:01;18:01:41;190;52
42348291;4630230;F;2000;2025-12-31;17:47:17;17:56:05;32;259
42348292;1600715;F;2000;2025-12-31;17:47:24;17:55:39;72;58
42348293;2716463;M;1990;2025-12-31;17:47:30;17:53:48;388;28
42348294;720123;M;1994;2025-12-31;17:47:39;17:53:54;91;118
42348295;4037245;M;2002;2025-12-31;17:47:37;17:50:20;169;160
42348297;4521600;M;1995;2025-12-31;17:47:49;17:50:32;164;174
42348299;4462241;F;1982;2025-12-31;17:48:02;17:56:43;111;96
42348300;1307446;M;2000;2025-12-31;17:48:02;17:52:22;158;377
42348301;4460713;M;1974;2025-12-31;17:48:12;17:58:57;111;96
42348302;2116411;M;1993;2025-12-31;17:48:16;17:53:20;63;51
42348303;3370335;M;1988;2025-12-31;17:48:20;17:56:07;62;3
42348305;4646642;M;1996;2025-12-31;17:48:24;17:55:16;44;38
42348307;146677;M;1997;2025-12-31;17:48:33;18:07:42;340;290
42348310;4626413;M;1999;2025-12-31;17:48:43;18:02:59;284;232
42348311;276436;M;1977;2025-12-31;17:48:45;18:03:58;254;254
42348312;4603712;F;2001;2025-12-31;17:48:46;18:05:23;296;249
42348313;3475723;F;2001;2025-12-31;17:48:46;17:56:14;72;85
42348314;104772;F;1990;2025-12-31;17:48:54;17:55:13;41;17
42348315;4614172;M;2007;2025-12-31;17:48:58;17:54:16;75;393
42348316;4527531;M;1997;2025-12-31;17:49:02;17:53:46;3;88
42348317;451647;M;1979;2025-12-31;17:49:09;17:53:21;249;266
42348318;67430;M;1988;2025-12-31;17:49:14;17:56:37;52;384
42348319;4542541;M;1964;2025-12-31;17:49:24;18:11:12;78;199
42348320;4650127;M;1996;2025-12-31;17:49:49;18:05:46;52;67
42348321;305332;M;1992;2025-12-31;17:50:07;18:04:00;66;63
42348322;4647423;F;1998;2025-12-31;17:50:05;18:05:44;52;67
42348323;4646516;M;2000;2025-12-31;17:50:22;17:58:06;137;129
42348325;2322444;F;2003;2025-12-31;17:50:33;17:55:31;66;49
42348327;4454712;M;1986;2025-12-31;17:50:37;18:00:28;51;393
42348328;4621425;M;1984;2025-12-31;17:50:37;17:53:52;174;182
42348330;4503367;M;2000;2025-12-31;17:50:57;17:55:55;110;115
42348331;4647150;M;1995;2025-12-31;17:51:00;17:58:42;224;210
42348332;11405;M;1991;2025-12-31;17:51:06;18:01:22;25;27
42348333;4633657;M;1997;2025-12-31;17:51:09;17:51:11;51;40
42348334;4573647;F;2000;2025-12-31;17:51:17;17:58:43;56;256
42348337;3473060;M;1999;2025-12-31;17:52:02;17:59:59;226;232
42348338;11600;M;1974;2025-12-31;17:52:30;18:08:23;28;347
42348340;1723532;M;1985;2025-12-31;17:53:23;18:06:23;35;54
42348341;2677466;M;1989;2025-12-31;17:53:35;18:04:47;179;271
42348342;4553566;M;2001;2025-12-31;17:53:36;18:03:43;51;173
42348343;4463360;M;2000;2025-12-31;17:53:36;17:56:45;260;80
42348344;522013;M;1987;2025-12-31;17:53:42;18:14:25;196;171
42348345;2725354;M;2004;2025-12-31;17:53:48;18:00:39;233;229
42348346;4640323;F;1997;2025-12-31;17:53:52;18:07:10;384;379
42348347;4035331;F;1991;2025-12-31;17:53:54;17:57:27;50;25
42348348;357340;M;1979;2025-12-31;17:54:03;17:58:21;4;278
42348349;4532102;F;2001;2025-12-31;17:54:04;18:09:29;204;179
42348350;4621425;M;1984;2025-12-31;17:54:10;18:05:14;182;75
42348351;4601440;M;1988;2025-12-31;17:54:16;17:59:33;269;56
42348352;4557261;M;2004;2025-12-31;17:54:18;18:00:58;156;28
42348353;4527531;M;1997;2025-12-31;17:54:24;18:00:42;88;201
42348354;260616;F;1988;2025-12-31;17:54:31;18:01:38;56;173
42348355;1736614;M;1993;2025-12-31;17:54:31;18:04:04;50;80
42348356;2630601;M;1989;2025-12-31;17:54:35;17:56:47;84;85
42348357;4635001;F;1984;2025-12-31;17:54:54;18:02:53;256;280
42348358;327277;M;1991;2025-12-31;17:54:56;18:07:06;60;67
42348359;1424247;M;1975;2025-12-31;17:55:10;18:09:36;160;12
42348360;4563524;M;1985;2025-12-31;17:55:12;18:02:39;27;11
42348361;454303;M;1987;2025-12-31;17:55:27;18:00:15;35;6
42348362;2423446;M;1986;2025-12-31;17:55:35;18:05:28;253;85
42348363;4642773;M;1976;2025-12-31;17:55:37;18:13:36;9;3
42348364;4651246;M;1982;2025-12-31;17:55:41;18:08:21;160;174
42348365;755235;M;1996;2025-12-31;17:55:41;18:00:15;200;66
42348366;4635320;F;2003;2025-12-31;17:55:44;18:07:58;160;174
42348367;4470115;M;2004;2025-12-31;17:55:44;18:00:15;171;11
42348368;4652726;M;1996;2025-12-31;17:56:01;18:14:57;19;171
42348369;1121627;M;1994;2025-12-31;17:56:03;17:58:54;266;157
42348370;4520420;M;1983;2025-12-31;17:56:05;18:00:44;72;85
42348371;743462;F;1989;2025-12-31;17:56:07;18:02:43;72;69
42348373;4026754;M;1993;2025-12-31;17:56:22;18:04:33;3;66
42348375;4621730;M;1999;2025-12-31;17:56:33;18:03:05;277;281
42348376;4514672;M;1990;2025-12-31;17:56:47;18:15:49;88;264
42348377;2145705;M;1984;2025-12-31;17:56:54;18:00:21;393;256
42348378;4506656;M;1996;2025-12-31;17:56:56;18:05:06;196;65
42348379;4611354;M;1998;2025-12-31;17:56:58;18:09:10;52;54
42348380;4643004;F;2006;2025-12-31;17:57:21;18:13:45;9;3
42348381;4652354;M;2000;2025-12-31;17:57:23;18:19:05;86;35
42348382;540425;M;1978;2025-12-31;17:57:40;18:08:41;58;6
42348383;501066;M;1961;2025-12-31;17:57:43;18:02:48;35;260
42348385;170754;M;1980;2025-12-31;17:57:54;18:00:56;363;165
42348386;4624573;M;1999;2025-12-31;17:57:57;18:02:16;266;159
42348387;4041277;F;1988;2025-12-31;17:58:13;18:03:38;291;286
42348388;4633503;M;1975;2025-12-31;17:58:13;18:04:32;56;35
42348390;110652;M;1962;2025-12-31;17:58:33;18:08:12;158;382
42348392;756530;M;1990;2025-12-31;17:58:46;18:02:16;11;171
42348393;4462241;F;1982;2025-12-31;17:59:07;18:03:35;96;296
42348394;4545101;M;2001;2025-12-31;17:59:07;18:05:02;311;155
42348395;1012132;M;2000;2025-12-31;17:59:09;18:14:28;193;168
42348396;3370107;M;1988;2025-12-31;17:59:17;18:15:01;257;62
42348397;4646626;M;2003;2025-12-31;17:59:16;18:15:31;226;233
42348398;2653370;M;1970;2025-12-31;17:59:25;18:09:32;268;54
42348399;1312743;M;1990;2025-12-31;17:59:34;18:10:20;251;143
42348400;2713075;M;1997;2025-12-31;17:59:35;18:04:50;373;349
42348401;4460713;M;1974;2025-12-31;17:59:49;18:03:10;96;296
42348402;1200232;M;1995;2025-12-31;17:59:49;18:12:37;58;247
42348403;213015;M;1993;2025-12-31;17:59:49;18:08:49;5;157
42348406;4477776;F;1996;2025-12-31;18:00:29;18:03:38;164;174
42348407;601741;M;1996;2025-12-31;18:00:59;18:16:54;266;388
42348410;2756011;F;2004;2025-12-31;18:01:22;18:10:03;35;162
42348411;2257010;F;1990;2025-12-31;18:01:44;18:13:49;207;225
42348412;2630601;M;1989;2025-12-31;18:01:44;18:04:18;85;84
42348413;4547053;M;2004;2025-12-31;18:01:50;18:13:55;65;12
42348414;4612052;M;2003;2025-12-31;18:01:54;18:13:02;156;34
42348415;4577155;M;1990;2025-12-31;18:01:57;18:10:36;81;81
42348416;4572107;M;2003;2025-12-31;18:01:58;18:17:34;181;400
42348418;3473060;M;1999;2025-12-31;18:02:14;18:06:38;232;236
42348419;453137;M;1991;2025-12-31;18:02:49;18:13:23;256;278
42348420;501066;M;1961;2025-12-31;18:02:55;18:19:15;260;264
42348421;2621060;M;1997;2025-12-31;18:03:04;18:10:32;40;35
42348422;4647101;M;1996;2025-12-31;18:03:05;18:04:14;49;40
42348423;4514243;M;1989;2025-12-31;18:03:06;18:14:20;73;256
42348424;4652346;F;2000;2025-12-31;18:03:18;18:19:24;3;35
42348425;4616543;M;1999;2025-12-31;18:03:43;18:10:14;69;26
42348426;4060255;M;1996;2025-12-31;18:03:49;18:12:26;256;85
42348427;4062174;M;1986;2025-12-31;18:03:49;18:27:48;57;371
42348428;1107631;M;1996;2025-12-31;18:04:04;18:32:11;200;203
42348429;6044;M;1968;2025-12-31;18:04:12;18:19:25;39;53
42348430;2361027;M;2002;2025-12-31;18:04:13;18:12:11;66;24
42348431;4647101;M;1996;2025-12-31;18:04:36;18:17:50;40;355
42348432;701233;M;1996;2025-12-31;18:04:40;18:24:29;54;10
42348434;4640452;M;1999;2025-12-31;18:04:53;18:33:27;288;288
42348435;2133536;M;1989;2025-12-31;18:05:01;18:07:48;312;139
42348436;4530015;M;2004;2025-12-31;18:05:12;18:09:07;28;166
42348437;4647362;F;2001;2025-12-31;18:05:25;18:10:48;249;307
42348438;4056732;M;2002;2025-12-31;18:05:33;18:22:54;277;80
42348439;4025602;M;1994;2025-12-31;18:05:41;18:31:57;72;72
42348440;4473277;M;1999;2025-12-31;18:05:43;18:34:14;351;327
42348441;4523712;F;2003;2025-12-31;18:05:49;18:11:14;133;141
42348442;2430233;M;1994;2025-12-31;18:05:57;18:13:36;49;54
42348443;4647376;M;2000;2025-12-31;18:06:12;18:10:53;249;307
42348444;4577257;M;1983;2025-12-31;18:06:14;18:14:15;235;238
42348445;4646540;M;1999;2025-12-31;18:06:20;18:18:25;72;43
42348446;4613733;NULL;1998;2025-12-31;18:06:24;18:18:14;63;74
42348447;2020445;M;1986;2025-12-31;18:06:28;18:32:57;77;257
42348448;4527410;M;2006;2025-12-31;18:06:30;18:11:31;48;51
42348449;1600715;F;2000;2025-12-31;18:06:39;18:17:58;58;72
42348450;4647423;F;1998;2025-12-31;18:06:38;18:13:47;67;199
42348451;4060517;M;1994;2025-12-31;18:06:53;18:14:00;54;38
42348452;4505204;M;1999;2025-12-31;18:06:54;18:09:24;200;208
42348453;1723532;M;1985;2025-12-31;18:06:58;18:20:49;54;75
42348454;2150625;M;1981;2025-12-31;18:07:38;18:13:04;163;379
42348455;4650127;M;1996;2025-12-31;18:07:52;18:13:51;67;199
42348456;1260270;M;2001;2025-12-31;18:07:57;18:20:04;321;85
42348457;23414;M;1959;2025-12-31;18:08:14;18:21:35;322;282
42348458;67315;M;1992;2025-12-31;18:08:15;18:20:53;16;58
42348459;561245;M;1993;2025-12-31;18:08:42;18:29:28;41;327
42348460;37265;M;1982;2025-12-31;18:08:52;18:11:30;145;362
42348461;4026374;M;1976;2025-12-31;18:08:50;18:19:18;182;79
42348462;1644005;M;1984;2025-12-31;18:08:53;18:18:17;199;51
42348463;4561200;M;2000;2025-12-31;18:09:07;18:11:53;251;302
42348464;4030654;M;1993;2025-12-31;18:09:08;18:19:19;182;79
42348465;426035;F;1992;2025-12-31;18:09:14;18:11:51;311;157
42348466;122177;M;1984;2025-12-31;18:09:23;18:19:59;76;280
42348467;4506656;M;1996;2025-12-31;18:09:25;18:23:27;65;36
42348468;4573055;M;1989;2025-12-31;18:09:26;18:19:55;76;280
42348469;4572244;M;1991;2025-12-31;18:09:30;18:17:23;166;337
42348470;370373;M;1990;2025-12-31;18:09:37;18:20:39;187;165
42348471;4534657;F;2001;2025-12-31;18:09:42;18:09:42;244;78
42348472;1424247;M;1975;2025-12-31;18:09:55;18:14:46;12;27
42348473;472437;M;1988;2025-12-31;18:10:09;18:30:32;157;281
42348474;4544262;M;1984;2025-12-31;18:10:26;18:18:45;195;38
42348475;1261610;M;1970;2025-12-31;18:10:30;18:25:49;208;216
42348476;571346;M;1991;2025-12-31;18:10:47;18:16:06;178;173
42348477;2642101;F;1998;2025-12-31;18:10:47;18:12:48;73;85
42348478;1627174;M;1996;2025-12-31;18:10:51;18:30:28;341;175
42348479;4532234;F;1996;2025-12-31;18:10:51;18:10:58;169;169
42348480;4532234;F;1996;2025-12-31;18:11:05;18:19:12;169;174
42348481;2123074;M;1980;2025-12-31;18:11:07;18:12:41;50;51
42348482;2711555;F;1994;2025-12-31;18:11:38;18:20:10;87;40
42348483;720123;M;1994;2025-12-31;18:11:46;18:18:22;118;105
42348484;301103;M;1987;2025-12-31;18:11:50;18:18:12;52;11
42348485;4571312;M;1998;2025-12-31;18:11:57;18:30:39;351;51
42348486;4601060;M;1996;2025-12-31;18:12:17;18:16:40;78;268
42348487;4614101;M;1990;2025-12-31;18:12:21;18:24:36;106;110
42348488;4617230;M;1997;2025-12-31;18:12:26;18:36:55;312;51
42348489;4652002;M;1997;2025-12-31;18:12:32;18:33:14;10;183
42348490;4516765;M;2001;2025-12-31;18:12:34;18:36:04;218;58
42348491;11405;M;1991;2025-12-31;18:12:39;18:38:14;27;62
42348492;436524;M;2001;2025-12-31;18:12:42;18:32:10;35;381
42348493;3426445;M;1977;2025-12-31;18:12:51;18:27:09;207;73
42348494;2150625;M;1981;2025-12-31;18:13:13;19:00:20;379;397
42348495;4626572;M;2002;2025-12-31;18:13:15;18:27:32;352;312
42348496;4506733;M;1985;2025-12-31;18:13:16;18:20:00;392;165
42348497;4454530;M;2000;2025-12-31;18:13:19;18:16:02;235;234
42348498;423423;M;1990;2025-12-31;18:13:25;18:40:37;352;154
42348499;117205;M;1996;2025-12-31;18:13:29;18:21:48;154;184
42348500;1721321;M;2004;2025-12-31;18:13:32;18:19:37;352;130
42348501;4574331;M;2000;2025-12-31;18:13:44;18:17:47;200;66
42348503;301100;M;1959;2025-12-31;18:13:55;18:34:00;13;177
42348504;451647;M;1979;2025-12-31;18:14:01;18:20:42;266;249
42348507;4636131;M;2000;2025-12-31;18:14:11;18:21:31;61;32
42348508;644671;M;1960;2025-12-31;18:14:24;18:34:01;172;52
42348509;1237332;M;1988;2025-12-31;18:14:22;18:23:40;18;51
42348510;4524030;M;1999;2025-12-31;18:14:33;18:29:16;3;168
42348512;4050770;M;1993;2025-12-31;18:14:42;18:20:29;291;288
42348513;1012132;M;2000;2025-12-31;18:14:44;18:40:53;168;281
42348514;4623633;M;1994;2025-12-31;18:14:45;18:21:14;17;156
42348515;4054626;M;1992;2025-12-31;18:14:47;18:14:58;127;127
42348516;4627174;F;1999;2025-12-31;18:14:55;18:29:26;373;27
42348517;1013012;M;1977;2025-12-31;18:14:55;18:22:23;118;115
42348518;4050242;F;1997;2025-12-31;18:15:03;18:28:44;273;341
42348519;4054626;M;1992;2025-12-31;18:15:04;18:32:21;127;66
42348520;1424247;M;1975;2025-12-31;18:15:03;18:24:37;27;173
42348521;3370107;M;1988;2025-12-31;18:15:18;18:26:45;62;170
42348522;4577155;M;1990;2025-12-31;18:15:35;18:19:35;81;53
42348523;4642740;F;1970;2025-12-31;18:15:38;18:27:40;168;174
42348524;4560406;M;2000;2025-12-31;18:15:39;18:25:43;75;54
42348525;4547053;M;2004;2025-12-31;18:15:39;18:31:12;12;12
42348526;4636142;M;1999;2025-12-31;18:15:41;18:21:41;40;37
42348527;4514672;M;1990;2025-12-31;18:16:13;18:26:19;264;386
42348528;2310165;M;1999;2025-12-31;18:16:17;18:26:43;2;54
42348529;4621425;M;1984;2025-12-31;18:16:34;18:16:47;61;61
42348530;4544061;F;1999;2025-12-31;18:16:35;18:24:18;38;280
42348531;4557556;M;2000;2025-12-31;18:16:43;18:28:28;18;54
42348532;4572032;F;2000;2025-12-31;18:16:49;18:22:05;290;288
42348533;2270426;F;1993;2025-12-31;18:16:49;19:01:45;170;318
42348534;4542541;M;1964;2025-12-31;18:16:53;18:24:03;199;206
42348535;326650;M;1989;2025-12-31;18:16:54;18:28:02;242;130
42348536;4027210;M;1992;2025-12-31;18:17:02;18:21:52;142;235
42348537;4630021;M;1974;2025-12-31;18:17:08;18:19:11;11;10
42348538;4537120;M;2001;2025-12-31;18:17:11;18:31:50;165;82
42348539;2742564;M;2001;2025-12-31;18:17:20;18:21:47;271;11
42348540;4046752;M;1978;2025-12-31;18:17:25;18:41:06;30;78
42348541;2245730;F;1987;2025-12-31;18:17:35;18:25:56;278;283
42348542;4621425;M;1984;2025-12-31;18:17:43;18:38:04;61;42
42348543;2642101;F;1998;2025-12-31;18:17:43;18:26:45;85;49
42348544;4037071;M;1996;2025-12-31;18:17:51;18:25:42;154;304
42348545;4526412;M;1990;2025-12-31;18:17:48;18:29:42;56;337
42348546;4634636;M;2005;2025-12-31;18:17:52;18:24:52;236;229
42348547;4055613;F;1994;2025-12-31;18:18:06;18:41:31;271;285
42348548;631337;M;1962;2025-12-31;18:18:10;18:19:17;272;333
42348549;355033;M;1956;2025-12-31;18:18:13;18:25:39;157;94
42348550;646500;M;1988;2025-12-31;18:18:15;18:24:36;6;78
42348551;4520420;M;1983;2025-12-31;18:18:17;18:23:06;85;72
42348552;3370313;M;1999;2025-12-31;18:18:27;18:25:03;120;286
42348553;301103;M;1987;2025-12-31;18:18:31;18:33:24;11;387
42348554;4473214;M;2002;2025-12-31;18:18:34;18:23:49;76;73
42348555;1250211;F;1993;2025-12-31;18:18:43;18:26:09;161;165
42348556;4636123;M;2001;2025-12-31;18:18:45;18:36:31;169;51
42348557;4601333;M;2005;2025-12-31;18:18:47;18:31:17;58;171
42348558;365057;M;1994;2025-12-31;18:19:00;18:26:06;329;274
42348559;343241;M;1959;2025-12-31;18:19:07;18:31:29;129;131
42348560;501066;M;1961;2025-12-31;18:19:26;18:35:27;264;268
42348561;634755;M;1999;2025-12-31;18:19:42;18:36:31;169;51
42348562;2006125;M;1991;2025-12-31;18:19:54;18:25:12;200;86
42348563;2374254;M;1994;2025-12-31;18:20:14;18:24:12;9;69
42348564;4037245;M;2002;2025-12-31;18:20:15;18:25:10;160;177
42348565;4617070;M;2003;2025-12-31;18:20:25;18:27:41;173;385
42348566;1310034;M;1991;2025-12-31;18:20:31;18:35:00;348;61
42348567;4527641;M;1992;2025-12-31;18:20:34;18:25:18;268;28
42348568;4630222;M;2007;2025-12-31;18:20:41;18:36:34;400;347
42348569;4645636;M;1960;2025-12-31;18:20:38;18:27:45;273;387
42348570;1547205;M;1994;2025-12-31;18:20:47;18:37:34;81;271
42348571;1723532;M;1985;2025-12-31;18:20:57;18:38:08;75;52
42348572;625674;F;1989;2025-12-31;18:20:56;18:21:20;38;38
42348573;4531772;M;2002;2025-12-31;18:21:07;18:37:16;235;263
42348574;274241;M;1991;2025-12-31;18:21:18;18:24:39;24;11
42348575;4467155;M;1990;2025-12-31;18:21:19;18:26:22;48;51
42348576;2212155;F;1996;2025-12-31;18:21:18;18:34:25;66;81
42348577;2213654;M;1955;2025-12-31;18:21:28;18:27:01;256;371
42348578;253671;M;1998;2025-12-31;18:21:01;18:30:03;18;38
42348579;2145705;M;1984;2025-12-31;18:21:37;18:26:14;256;393
42348580;625674;F;1989;2025-12-31;18:21:41;18:32:12;38;271
42348581;4624650;F;2002;2025-12-31;18:21:55;18:37:05;86;39
42348582;173165;M;1994;2025-12-31;18:22:11;18:28:56;50;54
42348583;4636142;M;1999;2025-12-31;18:22:39;18:30:39;37;6
42348584;51701;M;1977;2025-12-31;18:22:44;18:31:33;50;36
42348585;4542742;M;1959;2025-12-31;18:22:49;18:30:08;27;52
42348590;4573647;F;2000;2025-12-31;18:23:35;18:36:07;256;360
42348591;4560023;F;2003;2025-12-31;18:23:45;18:35:17;13;11
42348592;4560015;M;1997;2025-12-31;18:23:50;18:35:17;13;11
42348593;4533441;M;1998;2025-12-31;18:23:53;18:29:26;35;271
42348594;2577176;F;1998;2025-12-31;18:24:04;18:45:06;215;51
42348595;330231;M;1987;2025-12-31;18:24:02;18:34:59;18;185
42348596;4540614;M;1986;2025-12-31;18:24:05;18:31:35;50;16
42348597;4055115;F;1970;2025-12-31;18:24:08;18:30:06;72;51
42348598;432363;F;1991;2025-12-31;18:24:20;18:45:07;215;51
42348599;4653402;M;2004;2025-12-31;18:24:47;18:38:20;375;72
42348600;4614101;M;1990;2025-12-31;18:24:47;18:49:38;110;11
42348601;2423446;M;1986;2025-12-31;18:25:00;18:27:21;85;84
42348602;2324451;F;1995;2025-12-31;18:25:04;18:36:10;39;354
42348603;4633104;F;1991;2025-12-31;18:25:04;18:30:41;11;39
42348604;4045507;M;1992;2025-12-31;18:25:08;18:28:20;38;49
42348605;4640460;M;1992;2025-12-31;18:25:13;18:41:04;386;58
42348606;723412;M;1981;2025-12-31;18:25:16;18:28:59;261;341
42348607;4025707;F;1994;2025-12-31;18:25:19;18:55:20;64;50
42348608;227703;M;1989;2025-12-31;18:25:24;18:39:22;9;70
42348609;4025715;M;1994;2025-12-31;18:25:36;18:55:06;64;50
